Image_Name,Orig_Image_Name,Category,Alt,Type,Caption,URL_Image,URL_Info
image_0229,war03020.png,Warfare: World War II,WWII. Normandy First Allied Tanks. Aerial view.,20th c French Journalistic Document,FRENCH | WWII. Normandy First Allied Tanks. Aerial view. | 1944 | French |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=229
image_0230,war03041.png,Warfare: World War II,WWII. Caen after June 1944 bombing with St. Jean.,20th c French Photography,FRENCH | WWII. Caen after June 1944 bombing with St. Jean. | 1944 | French |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=230
image_0231,war02103.png,Warfare: World War II,WWII. Wings over Normandy.,20th c British Illustration Graphic Design,BAILEY Robert | WWII. Wings over Normandy. | 1945 | British | Illustration,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=231
image_0232,war03036.png,Warfare: World War II,WWII. Cartoon 'To hell this isn't the most important hole in the world. I'm in i,20th c American Graphic Arts,MAULDIN Bill | WWII. Cartoon 'To hell this isn't the most important hole in the world. I'm in it.' | 1945 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=232
image_0233,war03022.png,Warfare: World War II,WWII. Normandy. Point du Hoc. German fortified gun emplacement. Taken by the Ame,20th c American Industrial Arts,COHEN Kathleen | WWII. Normandy. Point du Hoc. German fortified gun emplacement. Taken by the American Rangers June 1944 who lost over half of their men.|| American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=233
image_0234,war03066.png,Warfare: World War II,WWII. Normandy Pointe du Hoc German Fortification with Ranger Monument.,20th c German; American Industrial Arts,GERMAN | WWII. Normandy Pointe du Hoc German Fortification with Ranger Monument. | 1944 | German|,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=234
image_0235,war03033.png,Warfare: World War II,WWII. German soldiers surrender at Normandy. June 1944. Ensemble Cover.,20th c American Graphic Design,AMERICAN | WWII. Ensemble Cover. German soldiers surrender at Normandy. June 1944. | 1944 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=235
image_0236,war03032.png,Warfare: World War II,WWII. Surrender in Normandy.,20th c American Topographical View,AMERICAN | WWII. Surrender in Normandy. | 1944 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=236
image_0237,war03047.png,Warfare: World War II,WWII. Liberation & the Battle of France.The Durham Light into the town of Lagar,20th c British Painting,GROSS Anthony | WWII. Liberation & the Battle of France.TheDurham Light into the town of Lagare. | 1944 | British |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=237
image_0238,war03046.png,Warfare: World War II,WWII. Cover of Ensemble #1. Liberation Photo.,20th c French Graphic Design,FRENCH | WWII. Cover of Ensemble #1. Liberation Photo. | 1944 | French |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=238
image_0239,copn2521.png,Warfare: World War II,Hitler as a Punch figure.,20th c Danish Folk Graphic Design,DANISH | Hitler as a Punch figure. | c 1938-1940 | Danish | Folk,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=239
image_0240,rus02095.png,Warfare: World War II,Look! (Hitler),20th c Russian Social Realist Painting,KYCRINISKI | Look! (Hitler) | 1942 | Russian | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=20,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=240
image_0241,rus02096.png,Warfare: World War II,Not as Strong. A Devil as he is Drawn. (Hitler),20th c Russian Social Realist Painting,KYCRINISKI | Not as Strong. A Devil as he is Drawn. (Hitler) | 1942 | Russian | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=241
image_0242,war03027.png,Warfare: World War II,WWII. American Poster. ' He'll soon have his other hand up.',20th c American Graphic Design,AMERICAN | WWII. American Poster. ' He'll soon have his other hand up.' | 1944 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=242
image_0243,euh07060.png,Warfare: World War II,Death Notice for Gerhard Opitz.,20th c German Document,Nazi | Death Notice for Gerhard Opitz. | 1943 | German |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=243
image_0244,berh5686.png,Warfare: World War II,Aftermath of Battle of Berlin. Film still.,20th c German Documentary Film & Video,GERMAN Anonymous |Aftermath of Battle of Berlin. Film still. | 1945 | German | Documentary | Â©Kathleen Cohen | berh5686,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=244
image_0245,war03011.png,Warfare: World War II,WWII. Map of Europe. June 1 1943-Aug 31 1944.,20th c American Maps & Diagrams,AMERICAN | WWII. Map of Europe. June 1 1943-Aug 31 1944. || American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=245
image_0246,war03012.png,Warfare: World War II,WWII. Map of Europe. Aug 1944-May 1945.,20th c American Maps & Diagrams,AMERICAN | WWII. Map of Europe. Aug 1944-May 1945. || American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=246
image_0247,war03050.png,Warfare: World War II,WWII. Map of Campaigne 7th Army  in Southern France from August 15 1944.,20th c French Maps & Diagrams,FRENCH | WWII. Map of Campaigne 7th Army from August 15 1944. | 1944 | French |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=247
image_0248,ctas5414.png,Warfare: World War II,Protectors of the Motherland.,20th c Turkmen Social Realist Painting,ctas5414 | Yu DANESGVAR (1912-1948) | Protectors of the Motherland.| 1943-1945 | Turkmen | Social Realist | Â©Kathleen Cohen,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=248
image_0249,berh5702.png,Warfare: World War II,"Winston Churchill, Harry S. Truman, & Josef Stalin, Potsdam, July 1945.",20th c American Journalistic Photography,"""AMERICAN Anonymous |Winston Churchill, Harry S. Truman, & Josef Stalin, Potsdam, July 1945. | 1945 | American | Journalist | Â©Kathleen Cohen | berh5702""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=249
image_0250,war03008.png,Warfare: World War II,General Charles de Gaulle 1890-1970. Liberateur de la France.,20th c French Commemorative Sculpture,FRENCH Anonymous | General Charles de Gaulle 1890-1970. Liberateur de la France. | c. 1970 | French | Commemorative | Toulouse. Languedoc. France. | Â©Kathleen Cohen | war03008.jpg,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=250
image_0251,berh5695.png,Warfare: World War II,"Entry of General Charles de Gaulle into Paris, August 1944.",20th c French Documentary Photography,"""FRENCH Anonymous |Entry of General Charles de Gaulle into Paris, August 1944. | 1944 | French | Documentary | Â©Kathleen Cohen | berh5695""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=251
image_0252,berh5696.png,Warfare: World War II,"Nazi collaborators paraded as traitors through the streets, Paris, August 1944.",20th c French Documentary Photography,"""FRENCH Anonymous |Nazi collaborators paraded as traitors through the streets, Paris, August 1944. | 1944 | French | Documentary | Â©Kathleen Cohen | berh5696""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=21,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=252
image_0253,york1032.png,Warfare: World War II,Yorkshire Evening News. War Against Germany is Now Over.,20th c British Journalistic Document,YORKSHIRE POST NEWSPAPERS | Yorkshire Evening News. War Against Germany is Now Over. | 15103 | British | Journalist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=253
image_0254,euh07062.png,Warfare: World War II,Rouge-Midi Newspaper Headline.,20th c French Journalistic Document,FRENCH | Rouge-Midi Newspaper Headline. | 1945 | French |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=254
image_0255,berh5689.png,Warfare: World War II,"War's Over. Daily Mirror headline, 15 August 1945.",20th c American Journalistic Document,"""NEW YORK DAILY MIRROR |War's Over. Daily Mirror headline, 15 August 1945. | 1945 | American | Journalist | Â©Kathleen Cohen | berh5689""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=255
image_0256,euh07061.png,Warfare: World War II,Stars and Stripes Newspaper. Germany Quits Headlines.,20th c American Journalistic Document,AMERICAN | Stars and Stripes Newspaper. Germany Quits Headlines. | 1945 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=256
image_0257,berh5694.png,Warfare: World War II,Actress Marlene Dietrich in U.S. Army uniform with American soldiers.,20th c American Popular Culture Photography,AMERICAN Anonymous |Actress Marlene Dietrich in U.S. Army uniform with American soldiers. | 1943 | American | Popular Culture | Â©Kathleen Cohen | berh5694,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=257
image_0258,berh5698.png,Warfare: World War II,"American & Soviet troops shake hands at Torgau on the River Elbe, Germany.",20th c American Journalistic Photography,"""JACKSON Allan |American & Soviet troops shake hands at Torgau on the River Elbe, Germany. | 1945 | American | Journalist | Â©Kathleen Cohen | berh5698""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=258
image_0259,berh5667.png,Warfare: World War II,Soviet soldiers with Adolf Hitler's globe in the New Reich Chancellery.,20th c Russian Military Photography,SOVIET Anonymous |Soviet soldiers with Adolf Hitler's globe in the New Reich Chancellery. | 1945 | Russian | Military | Â©Kathleen Cohen | berh5667,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=259
image_0260,berh5665.png,Warfare: World War II,The Great Dictator. Adenoid Hynkel with globe. Film still.,20th c American Hollywood Era Film & Video,CHAPLIN Charles |The Great Dictator. Adenoid Hynkel with globe. Film still. | 1939 | American | Hollywood Era | Â©Kathleen Cohen | berh5665,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=260
image_0261,war03059.png,Warfare: World War II,WWII. Post-War Munich.,20th c German Photography,GERMAN | WWII. Post-War Munich. | c. 1945-1950 | German |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=261
image_0262,berh5687.png,Warfare: World War II,Aftermath of Battle of Berlin. Film still.,20th c German Documentary Film & Video,GERMAN Anonymous |Aftermath of Battle of Berlin. Film still. | 1945 | German | Documentary | Â©Kathleen Cohen | berh5687,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=262
image_0263,berh5685.png,Warfare: World War II,The Soviet Army in Berlin.,20th c Russian Documentary Photography,SOVIET Anonymous |The Soviet Army in Berlin. | 1945 | Russian | Documentary | Â©Kathleen Cohen | berh5685,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=263
image_0264,war03064.png,Warfare: World War II,WWII. Bronze Eagle from the Reich's Chancellery in Berlin and Russian Raising a,20th c German Nazi Applied Arts,GERMAN | WWII. Bronze Eagle from the Reich's Chancellery in Berlin and Russian Raising a Flag over the Chancellery. | 1945 | German |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=22,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=264
image_0265,war01054.png,Warfare: World War II,Eagle.,20th c German Expressionist Painting,BASELITZ Georg | Eagle. | 1982 | German | Expressionist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=265
image_0266,euh07055.png,Warfare: World War II,The Lang Opera.,20th c German Painting,REICH Adolf | The Lang Opera. | 1943 | German |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=266
image_0267,war03063.png,Warfare: World War II,WWII. Women Scavenging for Food in Holland.,20th c British Painting,DELL Edwin la | WWII. Women Scavenging for Food in Holland. | 1944 | British |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=267
image_0268,war01048.png,Warfare: World War II,Sacrifice to Fascism I.,20th c German Expressionist Graphic Arts,GRUNDIG Hans | Sacrifice to Fascism I.| 1946 | German | Expressionist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=268
image_0269,berh5703.png,Warfare: World War II,Map of the Occupation Areas (Atlanta Karte der Besatzungs-zonen).,20th c German Political Maps & Diagrams,GERMAN Anonymous |Map of the Occupation Areas (Atlanta Karte der Besatzungs-zonen). | c. 1945 | German | Political | Â©Kathleen Cohen | berh5703,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=269
image_0270,berh5699.png,Warfare: World War II,"CARE Package. Shortening, lard, & margarine.",20th c American Industrial Arts,"""AMERICAN Anonymous |CARE Package. Shortening, lard, & margarine. | c. 1945 | American || Â©Kathleen Cohen | berh5699""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=270
image_0271,euh07067.png,Warfare: World War II,We Demand Expiation! Poster.,20th c German Graphic Design,GERMAN | We Demand Expiation! Poster. | 1945-1946 | German |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=271
image_0272,berh5701.png,Warfare: World War II,Nuremberg War Crimes Trials. Defendants in the dock.,20th c American Documentary Photography,AMERICAN Anonymous |Nuremberg War Crimes Trials. Defendants in the dock. | 1945 | American | Documentary | Â©Kathleen Cohen | berh5701,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=272
image_0273,euh07068.png,Warfare: World War II,Nurnberg.Guilty! Poster.,20th c German Expressionist Graphic Design,FREISE Jurgen | Nurnberg.Guilty! Poster. | 1946 | German | Expressionist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=273
image_0274,war03070.png,Warfare: World War II,WWII. American Shield from American Cemetery.,20th c American Military Applied Arts,AMERICAN | WWII. American Shield from American Cemetery. | c. 1945-1950 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=274
image_0275,berh5659.png,Warfare: World War II,"USS Arizona (BB-39) burning at Pearl Harbor, 7 December 1941.",20th c American Military Photography,"""AMERICAN Anonymous |USS Arizona (BB-39) burning at Pearl Harbor, 7 December 1941. | 1941 | American | Military | Â©Kathleen Cohen | berh5659""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=275
image_0276,berh5662.png,Warfare: World War II,Remember Dec. 7th!,20th c American Military Graphic Design,SAALBURG Allen Russell |Remember Dec. 7th! | 1942 | American | Military | Â©Kathleen Cohen | berh5662,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=23,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=276
image_0277,berh5692.png,Warfare: World War II,Next! Japan. 6th War Loan.,20th c American Military Graphic Design,BINGHAM James R. |Next! Japan. 6th War Loan. | 1944 | American | Military | Â©Kathleen Cohen | berh5692,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=277
image_0278,war03080.png,Warfare: World War II,WWII. General Douglas MacArthur in South Pacific.,20th c American Photography,AMERICAN | WWII. General Douglas MacArthur in South Pacific. | 1945 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=278
image_0279,war03077.png,Warfare: World War II,WWII. Map of Pacific Front June1 1943-August 31 1944.,20th c American Maps & Diagrams,AMERICAN | WWII. Map of Pacific Front June1 1943-August 31 1944. | 1944 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=279
image_0280,berh5660.png,Warfare: World War II,"American soldiers land on Rendova Island, Solomon Islands, 30 June 1943.",20th c American Military Photography,"""AMERICAN Anonymous |American soldiers land on Rendova Island, Solomon Islands, 30 June 1943. | 1943 | American | Military | Â©Kathleen Cohen | berh5660""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=280
image_0281,war03082.png,Warfare: World War II,WWII. Gun from Guadalcanal in the Solomons.,20th c American Industrial Industrial Arts,AMERICAN | WWII. Gun from Guadalcanal in the Solomons. || American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=281
image_0282,war03083.png,Warfare: World War II,WWII. U.S.Marines Raising the Flag at Iwo Jima.,20th c American Heraldic Photography,AMERICAN | WWII. U.S.Marines Raising the Flag at Iwo Jima. | 1947 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=282
image_0283,berh5661.png,Warfare: World War II,"Doolittle Raid B-25 taking off from deck of the USS Hornet, April 1942.",20th c American Military Photography,"""AMERICAN Anonymous |Doolittle Raid B-25 taking off from deck of the USS Hornet, April 1942. | 1942 | American | Military | Â©Kathleen Cohen | berh5661""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=283
image_0284,war03078.png,Warfare: World War II,WWII. Curtis P40N Warhawk 1938-1943.,20th c American Industrial Industrial Arts,AMERICAN | WWII. Curtis P40N Warhawk 1938-1943. | 1938-1943 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=284
image_0285,war03079.png,Warfare: World War II,WWII. Flying Tigers. Curtis P40N Warhawk 1938-1943.,20th c American Industrial Industrial Arts,AMERICAN | WWII. Curtis P40N Warhawk 1938-1943. Detail of Flying Tigers Insignia. Flew in Burma 1941-1942. | 1938-1943 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=285
image_0286,airv0023.png,Warfare: World War II,North American B-25J Mitchell.,20th c American Industrial Industrial Arts,NORTH AMERICAN | North American B-25J Mitchell.|| American | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=286
image_0287,airv0008.png,Warfare: World War II,The Douglas B-18 Bolo.,20th c American Industrial Industrial Arts,DOUGLAS AIRCRAFT | The Douglas B-18 Bolo. || American | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=287
image_0288,airv0001.png,Warfare: World War II,Boeing B-17B Flying Fortress.,20th c American Industrial Industrial Arts,BOEING AIRCRAFT | Boeing B-17B Flying Fortress. || American | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=24,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=288
image_0289,airv0022.png,Warfare: World War II,North American B-25J Mitchell.,20th c American Industrial Industrial Arts,NORTH AMERICAN | North American B-25J Mitchell.|| American | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=25,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=289
image_0290,airv0014.png,Warfare: World War II,Boeing B-29 Superfortress.,20th c American Industrial Industrial Arts,BOEING AIRCRAFT | Boeing B-29 Superfortress.|| American | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=25,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=290
image_0291,airv0013.png,Warfare: World War II,Boeing B-29 Superfortress.,20th c American Industrial Industrial Arts,BOEING AIRCRAFT | Boeing B-29 Superfortress.|| American | Industrial,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=25,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=291
image_0292,war03084.png,Warfare: World War II,WWII. Atomic Bomb 'Little Boy.',20th c American Industrial Arts,AMERICAN | WWII. Atomic Bomb 'Little Boy.' | 1945 | American |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=25,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=292
