Image_Name,Orig_Image_Name,Category,Alt,Type,Caption,URL_Image,URL_Info
image_0603,rush7020.png,Communism and Socialism,Gymnasts of the USSR.,20th c Russian Social Realist Painting,ZHILINSKY Dmitry | Gymnasts of the USSR. | 1964-1965 | Russian | Social Realist,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=152
image_0604,spam1886.png,Communism and Socialism,Arms of Cruiser 'Baleares'; Nazi flag and German Guns.,20th c Spanish Heraldic Textiles,SPANISH & GERMAN | Arms of Cruiser 'Baleares'; Nazi flag and German Guns. | c. 1935-1938 | Spanish | Nazi,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=153
image_0605,spam1887.png,Communism and Socialism,Communist Flags.,20th c Spanish Soviet Textiles,SOVIET | Communist Flags. | c. 1935-1938 |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=154
image_0606,chi00010.png,Communism and Socialism,Workers monument with Mao.,20th c Chinese Social Realist Textiles,PEOPLES REPUBLIC | Marching Forward Victoriously. Embroidery. | Modern | Chinese,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=155
image_0607,pari8255.png,Communism and Socialism,Mao in San Marco.,20th c Icelandic Pop Painting,ERRO (GUDMUNDUR GUDMUNDSSON) | Mao in San Marco.| 1975 | Icelandic | Pop Art | Â©Erro (Gudmundur Gudmundsson); Kathleen Cohen,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=156
image_0608,berh5561.png,Communism and Socialism,Poster of the Anti-Bolshevik League of Bremen against the Spartacist League.,20th c German Political Graphic Design,GERMAN Anonymous |Poster of the Anti-Bolshevik League of Bremen against the Spartacist League. | c. 1918-1919 | German | Political | Â©Kathleen Cohen | berh5561,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=157
image_0609,berh5552.png,Communism and Socialism,"Beer mug commemorating the International Socialist Congress, Paris, 1889.",19th c German Socialist Ceramics,"""GERMAN Anonymous |Beer mug commemorating the International Socialist Congress, Paris, 1889. | c. 1890 | German | Socialist | Â©Kathleen Cohen | berh5552""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=158
image_0610,wash0076.png,Communism and Socialism,Youthful members of the Balillas (Junior Fascisti).,20th c Italian Photography,ITALIAN | Youthful members of the Balillas (Junior Fascisti). | c. 1926-1937 | Italian |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=159
image_0611,buda6547.png,Communism and Socialism,Healthy Work. Healthy Worker. Healthy Nation.,20th c Hungarian Illustration Graphic Arts,HUNGARIAN Anonymous | Healthy Work. Healthy Worker. Healthy Nation.|||| c. 1950-1980 | buda6547,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=160
image_0612,berh5715.png,Communism and Socialism,Ernst ThÃ¤lmann Junge Pioniere (Young Pioneers) shirt & neckerchief.,20th c German Socialist Textiles,EAST GERMAN Anonymous (act. 1949-1990) |Ernst ThÃ¤lmann Junge Pioniere (Young Pioneers) shirt & neckerchief. | c. 1960 | German | Socialist | Â©Kathleen Cohen | berh5715,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=161
image_0613,berh5578.png,Communism and Socialism,Die Internationale.,20th c German Expressionist Painting,GRIEBEL Otto |Die Internationale. | c. 1929-1930 | German | Expressionist | Â©Kathleen Cohen | berh5578,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=162
image_0614,balk8731.png,Communism and Socialism,Slovecev Koledar 1942.,20th c Slovene Social Realist Books & Manuscripts,SLOVENE MODERN Anonymous| Slovecev Koledar 1942. |||Modern|1942|balk8731,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=163
image_0615,chin0783.png,Communism and Socialism,Mao's Little Red Book.,20th c Chinese Communist Document,MAO ZEDONG (1893-1943)|Mao's Little Red Book. |Communist||Chinese|Xian. Shaanxi. China. |Â©Kathleen Cohen,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=164
image_0616,nymt6538.png,Communism and Socialism,Government Troops Firing on Demonstrators. Corner of Nevsky Prospect & Sadovaya,20th c Russian Documentary Photography,BULLA Karl Karlovich (Russ 1853-1929| Government Troops Firing on Demonstrators. Corner of Nevsky Prospect & Sadovaya Stree. St. Petersburg Russia.|Documentary|July 4 1917|Russian|Â¬Â©Kathleen Cohen|nymt6538,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=165
image_0617,muni9236.png,Communism and Socialism,Bayern Der Bolschewik Geht Um! Hinaus Mit Ihm am wahltag! Bayerische Volkspartei,20th c German Political Graphic Design,KEIMEL Hermann | Bayern Der Bolschewik Geht Um! Hinaus Mit Ihm am wahltag! Bayerische Volkspartei. | 1919 | German | Political | Â©Kathleen Cohen | muni9236,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=166
image_0618,muni9261.png,Communism and Socialism,Der Bolschewismus: Grosse antibolschewistische Schau.,20th c German Nazi Graphic Design,ESCHLE Max | Der Bolschewismus: Grosse antibolschewistische Schau. | 1936 | German | Nazi | Â©Kathleen Cohen | muni9261,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=167
image_0619,chil4121.png,Communism and Socialism,"Santiago. Iglesia de San Francisco. Graffito: ""Jesus was a communist.""",21st c Chilean Documentary Document,"CHILEAN| Santiago.Iglesiade San Francisco.Graffito: ""Jesus was a communist.""|c. 2012| Chile",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=168
image_0620,chil4122.png,Communism and Socialism,"Santiago. Iglesia de San Francisco. Graffito: ""Religion=Opio del Pueblo""",21st c Chilean Documentary Document,"CHILEAN| Santiago.Iglesiade San Francisco.Graffito: ""Religion=Opio del Pueblo""|c. 2012| Chile",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=169
image_0621,blkn3993.png,Communism and Socialism,Communist soldier's gear.,21st c Albanian Communist Metalwork,ALBANIAN |Communist soldier's gear. |1945-1990| Albanian,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=170
image_0622,blkn4081.png,Communism and Socialism,"DÃ¼rres. Monument to Muhjoulqinkas, Popular hero.",3rd-4th c Albanian Social Realist Sculpture,"ALBANIAN |DÃ¼rres. Monument to Muhjoulqinkas, Popular hero. |April 7, 1939 | Social Realist|Albanian",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=171
image_0623,sand0228.png,Communism and Socialism,Child's book: Mao and Me.,20th c Chinese Social Realist Books & Manuscripts,CHINESE COMMUNISTI CChild's book: Mao and Me. |c.1960-1990| China,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=172
image_0624,sand0226.png,Communism and Socialism,Communist figurine and plaque.,20th c Chinese Modern Sculpture,CHINESE COMMUNISTI Communist figurine and plaque. |c.1960-1990| China,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=173
image_0625,sand0227.png,Communism and Socialism,Communist figurine and plaques.,20th c Chinese Social Realist Sculpture,CHINESE COMMUNISTI Communist figurines and plaque. |c.1960-1990| China,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=174
image_0626,sand0229.png,Communism and Socialism,Communist figurine and portrait of Mao.,20th c Chinese Social Realist Sculpture,CHINESE COMMUNISTI Communist figurines and portrait of Mao.|c.1960-1990| China,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22106%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22106%22&sort=0&page=175
image_0627,muni9240.png,Nazis and National Socialism,Hitler.,20th c German Nazi Graphic Design,FRANKE Heinz | Hitler. | 1932 | German | Nazi | Â©Kathleen Cohen | muni9240,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0
image_0628,muni9218.png,Nazis and National Socialism,Portrait of Adolf Hitler by Hoffmann above Mein Kampf by Hitler.,20th c German Nazi Document,HOFFMANN Heinrich | Portrait of Adolf Hitler by Hoffmann above Mein Kampf by Hitler. | 1925 | German | Nazi | Â©Kathleen Cohen | muni9218,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=2
image_0629,berh5570.png,Nazis and National Socialism,Mein Kampf. Eine Abrechnung. Cover.,20th c German Nazi Books & Manuscripts,HITLER Adolf |Mein Kampf. Eine Abrechnung. Cover. | 1925 | German | Nazi | Â©Kathleen Cohen | berh5570,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=3
image_0630,muni9245.png,Nazis and National Socialism,Simplicissimus cover (Hitler hands out Mein Kampf) & pro-Hindenburg leaflet.,20th c German Political Document,SCHILLING Erich | Simplicissimus cover (Hitler hands out Mein Kampf) & pro-Hindenburg leaflet. | 1925-1932 | German | Political | Â©Kathleen Cohen | muni9245,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=4
image_0631,muni9217.png,Nazis and National Socialism,Flag of VaterlÃ¤ndischer Verein MÃ¼nchen Sendling.,20th c German Heraldic Textiles,GERMAN Anonymous | Flag of VaterlÃ¤ndischer Verein MÃ¼nchen Sendling. | c. 1920 | German | Political | Â©Kathleen Cohen | muni9217,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=5
image_0632,muni9216.png,Nazis and National Socialism,Brot! Brot! (Bread! Bread!).,20th c German Political Graphic Design,ARNOLD Karl | Brot! Brot! (Bread! Bread!). | 1923 | German | Political | Â©Kathleen Cohen | muni9216,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=6
image_0633,muni9235.png,Nazis and National Socialism,Kampf dem Bolschewismus Herein in den Bayerischen Ordnungsblock.,20th c German Political Graphic Design,HEUBNER Friedrich | Kampf dem Bolschewismus Herein in den Bayerischen Ordnungsblock. | 1920 | German | Political | Â©Kathleen Cohen | muni9235,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=7
image_0634,muni9255.png,Nazis and National Socialism,Arbeit! (Work!).,20th c German Nazi Graphic Design,ESCHLE Max | Arbeit! (Work!).| 1934 | German | Nazi | Â©Kathleen Cohen | muni9255,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=8
image_0635,muni9237.png,Nazis and National Socialism,Raus mit Euch bei uns gibts koa' Anarchie! Auf in die Reichswehr!,20th c German Political Graphic Design,SUCHODOLSKI Siegmund von | Raus mit Euch bei uns gibts koa' Anarchie! Auf in die Reichswehr! | c. 1919 | German | Political | Â©Kathleen Cohen | muni9237,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=9
image_0636,muni9238.png,Nazis and National Socialism,Simplicissimus cover with Der MÃ¼nchner.,20th c German Political Graphic Design,ARNOLD Karl | Simplicissimus cover with Der MÃ¼nchner. | 1923 | German | Political | Â©Kathleen Cohen | muni9238,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=10
image_0637,muni9219.png,Nazis and National Socialism,Der MÃ¼nchner.,20th c German Political Graphic Arts,ARNOLD Karl | Der MÃ¼nchner. | 1923 | German | Political | Â©Kathleen Cohen | muni9219,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=11
image_0638,muni9239.png,Nazis and National Socialism,National Socialist Meeting in Munich.,20th c German Political Graphic Arts,RHEINEN Gustave | National Socialist Meeting in Munich. | 1920 | German | Political | Â©Kathleen Cohen | muni9239,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=12
image_0639,berh5599.png,Nazis and National Socialism,Organization chart of the National Socialist German Workers Party (NSDAP).,20th c German Nazi Graphic Design,NAZI Anonymous |Organization chart of the National Socialist German Workers Party (NSDAP). | 1937 | German | Nazi | Â©Kathleen Cohen | berh5599,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=13
image_0640,berh5591.png,Nazis and National Socialism,Mit Hindenburg und Hitler zur Deutschen Freiheit und Einigkeit!,20th c German Nazi Graphic Design,RUPPRECHT Philipp |Mit Hindenburg und Hitler zur Deutschen Freiheit und Einigkeit! | 1933 | German | Nazi | Â©Kathleen Cohen | berh5591,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=14
image_0641,muni9246.png,Nazis and National Socialism,NSDAP election poster.,20th c German Nazi Graphic Design,NAZI Anonymous | NSDAP election poster. | 1932 | German | Nazi | Â©Kathleen Cohen | muni9246,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=15
image_0642,muni9244.png,Nazis and National Socialism,Und das ist Adolf Hitler (German Social Democratic Party poster).,20th c German Socialist Document,GERMAN Anonymous | Und das ist Adolf Hitler (German Social Democratic Party poster). | 1932 | German | Socialist | Â©Kathleen Cohen | muni9244,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=16
image_0643,berh5580.png,Nazis and National Socialism,Adolf Hitler campaigning in the German presidential election of 1932.,20th c German Nazi Document,NAZI Anonymous |Adolf Hitler campaigning in the German presidential election of 1932. | 1932 | German | Nazi | Â©Kathleen Cohen | berh5580,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=17
image_0644,judw0132.png,Nazis and National Socialism,Hitler Anointed German Chancellor in Potsdam March 21 1933.,20th c German Nazi Photography,NAZI | Hitler Anointed German Chancellor in Potsdam March 21 1933. | 1933 | German | Nazi,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=18
image_0645,berh5626.png,Nazis and National Socialism,Werkzeug in Gottes Hand? Spielzeug in Thyssens Hand! (AIZ cover).,20th c German Communist Graphic Design,HEARTFIELD John |Werkzeug in Gottes Hand? Spielzeug in Thyssens Hand! (AIZ cover). | 1933 | German | Communist | Â©Kathleen Cohen | berh5626,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=19
image_0646,berh5594.png,Nazis and National Socialism,Unbeugsamer Glaube u. fanatischer Siegeswille fÃ¼hrten zum 30 Januar 1933.,20th c German Nazi Graphic Design,NAZI Anonymous |Unbeugsamer Glaube u. fanatischer Siegeswille fÃ¼hrten zum 30 Januar 1933. | 1933 | German | Nazi | Â©Kathleen Cohen | berh5594,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=20
image_0647,berh5579.png,Nazis and National Socialism,Hinein in die N.S.D.A.P.-Versammlung. Poster for a Nazi Party meeting.,20th c German Nazi Graphic Design,NAZI Anonymous |Hinein in die N.S.D.A.P.-Versammlung. Poster for a Nazi Party meeting. | Before 1930 | German | Nazi | Â©Kathleen Cohen | berh5579,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=21
image_0648,muni9256.png,Nazis and National Socialism,Die Arbeitsschlacht 1934 in SÃ¼dbayern (Gaue MÃ¼nchen; Oberbayern und Schwaben).,20th c German Nazi Graphic Design,NAZI Anonymous | Die Arbeitsschlacht 1934 in SÃ¼dbayern (Gaue MÃ¼nchen; Oberbayern und Schwaben). | 1934 | German | Nazi | Â©Kathleen Cohen | muni9256,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=22
image_0649,berh5584.png,Nazis and National Socialism,Nazis marching in the street.,20th c German Nazi Document,NAZI Anonymous |Nazis marching in the street. | c. 1930-1939 | German | Nazi | Â©Kathleen Cohen | berh5584,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=23
image_0650,muni9259.png,Nazis and National Socialism,Ausstellung Das Recht.,20th c German Nazi Graphic Design,NAZI Anonymous | Ausstellung Das Recht. | 1936 | German | Nazi | Â©Kathleen Cohen | muni9259,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=24
image_0651,berj5366.png,Nazis and National Socialism,Adolf Hitler addresses the Reichstag. 30 January 1939.,20th c German Nazi Photography,NAZI Anonymous | Adolf Hitler addresses the Reichstag. 30 January 1939. | 1939 | German | Nazi | Â©Kathleen Cohen | berj5366,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=25
image_0652,muni9254.png,Nazis and National Socialism,Rally on the KÃ¶nigsplatz.,20th c German Documentary Photography,NAZI Anonymous | Rally on the KÃ¶nigsplatz. | 1935 | German | Documentary | Â©Kathleen Cohen | muni9254,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=26
image_0653,berh5595.png,Nazis and National Socialism,"Nazi demonstrations, May 1933.",20th c German Nazi Document,"""NAZI Anonymous |Nazi demonstrations, May 1933. | 1933 | German | Nazi | Â©Kathleen Cohen | berh5595""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=27
image_0654,berh5587.png,Nazis and National Socialism,"Torch-lit procession through the Brandenburg Gate, 30 January 1933.",20th c German Nazi Document,"""NAZI Anonymous |Torch-lit procession through the Brandenburg Gate, 30 January 1933. | 1933 | German | Nazi | Â©Kathleen Cohen | berh5587""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=28
image_0655,berh5597.png,Nazis and National Socialism,Jugend dient dem FÃ¼hrer. Alle ZehnjÃ¤hrigen in die HJ.,20th c German Nazi Graphic Design,NEUNER Hein |Jugend dient dem FÃ¼hrer. Alle ZehnjÃ¤hrigen in die HJ. | 1939 | German | Nazi | Â©Kathleen Cohen | berh5597,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=29
image_0656,muni9224.png,Nazis and National Socialism,Dedication of the Ehrentempel.,20th c German Documentary Photography,NAZI Anonymous | Dedication of the Ehrentempel. | 1935 | German | Documentary | Â©Kathleen Cohen | muni9224,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=30
image_0657,berh5614.png,Nazis and National Socialism,"Reichs Party Congress, Nuremberg: NSDAP & SA march before the Zeppelintribune.",20th c German Nazi Painting,"""VOLLBEHR Ernst |Reichs Party Congress, Nuremberg: NSDAP & SA march before the Zeppelintribune. | 1936 | German | Nazi | Â©Kathleen Cohen | berh5614""",http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=31
image_0658,berh5612.png,Nazis and National Socialism,Reichs Party Congress in Nuremberg: Marching of the NSDAP & SA.,20th c German Nazi Painting,VOLLBEHR Ernst |Reichs Party Congress in Nuremberg: Marching of the NSDAP & SA. | 1933 | German | Nazi | Â©Kathleen Cohen | berh5612,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=32
image_0659,berh5613.png,Nazis and National Socialism,Reichs Party Congress in Berlin: Marching of the NSDAP & SA.,20th c German Nazi Painting,VOLLBEHR Ernst |Reichs Party Congress in Berlin: Marching of the NSDAP & SA. | 1936 | German | Nazi | Â©Kathleen Cohen | berh5613,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=33
image_0660,muni9247.png,Nazis and National Socialism,NSDAP flag.,20th c German Heraldic Textiles,NAZI Anonymous | NSDAP flag. | 1933 | German | Nazi | Â©Kathleen Cohen | muni9247,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=34
image_0661,muni9220.png,Nazis and National Socialism,Hitler Speaks.,20th c German Documentary Photography,HOFFMANN Heinrich | Hitler Speaks. | 1922 | German | Documentary | Â©Kathleen Cohen | muni9220,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=35
image_0662,euh07044.png,Nazis and National Socialism,Volkischer Beobachter. Nazi newspaper.,20th c German Journalistic Document,Nazi | Volkischer Beobachter. Nazi newspaper. | 1939 | German |,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222199%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222199%22&sort=0&page=36
