Image_ID,Image_Name,Orig_Image_Name,URL_Image,URL_Info,Image_Details,Caption
1177,image_1177,moma0018.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=116,protest banner of olympic protest of tommie smith 20th c american photography american modern anonymousbanner of olympic protest of tommie smith 1968 modern american kathleen cohen moma0018,AMERICAN MODERN Anonymous |Banner of Olympic Protest of Tommie Smith. || 1968 | Modern | American | Â©Kathleen Cohen | moma0018
1178,image_1178,oman2814.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=117,protest omani boy with che guevara tshirt 18th19th c omani people cohen kathleen omani boy with che guevara tshirt omani kathleen cohen oman2814,COHEN Kathleen | Omani boy with Che Guevara t-shirt.| Omani || Â©Kathleen Cohen | oman2814
1179,image_1179,wash1527.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=118,protest theodore m hesburgh b 1917 with martin luther king 19291968 singing we s 20th c american realist photography americananonymous theodore m hesburgh b 1917 with martin luther king 19291968 singing we shall overcome 1964 american realist kathleen cohen wash1527,AMERICANAnonymous | Theodore M. Hesburgh (b. 1917) with Martin Luther King (1929-1968) singing 'We Shall Overcome.'| 1964 | American | Realist | Â©Kathleen Cohen | wash1527
1180,image_1180,wash1552.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=119,protest huey p newton minister of defense 19421989 20th c american popular culture graphic design africanamericananonymous huey p newton minister ofdefense 19421989 c 1968 american popular culture kathleen cohen wash1552,AFRICAN-AMERICANAnonymous | Huey P. Newton. Minister ofDefense (1942-1989) | c. 1968 | American | Popular Culture | Â©Kathleen Cohen | wash1552
1181,image_1181,war03091.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=10,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=120,protest vietnam protesters 20th c american people american vietnam protesters 1968 american,AMERICAN | Vietnam Protesters.| 1968 | American |
1182,image_1182,war03092.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=121,protest hard hats supporting nixon in vietnam 20th c american people american hard hats supporting nixon in vietnam 1970 american,AMERICAN | Hard Hats Supporting Nixon in Vietnam. | 1970 | American |
1183,image_1183,ner07084.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=122,protest mob beating a draft register 20th c american renaissance northern photography american mob beating a draft register 20 c american renaissance northern,AMERICAN | Mob Beating a Draft Register. | 20 c | American | Renaissance (Northern)
1184,image_1184,eur11017.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=123,protest demonstration in piazza san marco florence against nato action in serbia 20th c italian environment cohen kathleen demonstration in piazza san marco florence against nato action in serbia itallian,"COHEN Kathleen | Demonstration in Piazza San Marco, Florence against NATO action in Serbia. | | Itallian |"
1185,image_1185,nymt2182.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=124,protest peace demonstration washington dc 1971 20th c american documentary photography winograd gary new york city 1969 1971 american documentary,WINOGRAD Gary | New York City 1969.| 1971 | American | Documentary
1186,image_1186,work2059.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=125,protest antiwar protest not in our name 21st c american people cohen kathleen antiwar protest not in our name 2002 american,COHEN Kathleen | Anti-war Protest: Not in Our Name. | 2002 | American |
1187,image_1187,work2058.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=126,protest antiwar protest not in our name 21st c american people cohen kathleen antiwar protest not in our name 2002 american,COHEN Kathleen | Anti-war Protest: Not in Our Name. | 2002 | American |
1188,image_1188,work2055.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=127,protest antiwar protest not in our name 21st c american people cohen kathleen antiwar protest not in our name 2002 american,COHEN Kathleen | Anti-war Protest: Not in Our Name. | 2002 | American |
1189,image_1189,work2056.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=128,protest antiwar protest not in our name 21st c american document cohen kathleen antiwar protest not in our name 2002 american,COHEN Kathleen | Anti-war Protest: Not in Our Name. | 2002 | American |
1190,image_1190,denv1011.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=129,protest gay pride celebrationcrowd at civic center plaza 21st c american people cohen kathleen gay pride celebration crowd at civic center plaza 2004 american,COHEN Kathleen | Gay Pride Celebration. Crowd at Civic Center Plaza. | 2004 | American |
1191,image_1191,kor04105.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=130,protest police breaking strike 21st c korean environment cohen kathleen police breaking strike 2001 korean,COHEN Kathleen | Police breaking strike. | 2001 | Korean |
1192,image_1192,nymt2181.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=131,protest womens liberation march new york city 1971 20th c american documentary photography winograd gary womens liberation march new york city 1971 1971 american documentary,WINOGRAD Gary Women's Liberation March; New York City 1971. | 1971 | American | Documentary
1193,image_1193,rush7009.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=11,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=132,protest la rivoluzione siamo noi 20th c german conceptual graphic arts beuys joseph la rivoluzione siamo noi 1972 german conceptual,BEUYS Joseph | La Rivoluzione Siamo Noi. | 1972 | German | Conceptual
1194,image_1194,doc00007.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=133,protest antinuclear button 20th c american document 20th c antinuclear button 19601980 american,20th c | Anti-nuclear button.| 1960-1980 | American |
1195,image_1195,cali0853.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=134,protest contesting irans nuclear future 21st c american persian graphic arts kerrcontesting irans nuclear future2005 america,KERR |Contesting Iran's Nuclear Future.|2005| America
1196,image_1196,amh02049.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=135,protest white house sitin 20th c american environment cohen kathleen white house sitin c 1990 american,COHEN Kathleen | White House Sit-in. | c. 1990 | American |
1197,image_1197,amh02050.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=136,protest white house pickets 20th c american environment cohen kathleen white house pickets american,COHEN Kathleen | White House Pickets. || American |
1198,image_1198,lat03049.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=137,protest 1968 2002 che guevara 20th c american postmodern painting garcia rupert 1968 2002 che guevara 2002 american postmodern,GARCIA Rupert | 1968; 2002 (Che Guevara). | 2002 | American | Postmodern
1199,image_1199,20p05080.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=138,protest right on 20th c american political graphic arts garcia rupert right on 1968 american political art,GARCIA Rupert | Right On! | 1968 | American | Political Art
1200,image_1200,moma4295.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=139,protest day of the heroic guerilla 20th c cuban modernist graphic arts serrano elenaday of the heroic guerilla 1968 modern cuban kathleen cohen moma4295,SERRANO Elena|Day of the Heroic Guerilla.|| 1968 | Modern | Cuban | Â©Kathleen Cohen | moma4295
1201,image_1201,lat03051.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=140,protest fuera de indochina 20th c american postmodern painting garcia rupert fuera de indochina 1970 american postmodern,GARCIA Rupert | Fuera de Indochina. | 1970 | American | Postmodern
1202,image_1202,20p05081.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=141,protest el grito de rebelde 20th c american political graphic arts garcia rupert el grito de rebelde 1975 american political art,GARCIA Rupert | El Grito de Rebelde. | 1975 | American | Political Art
1203,image_1203,lat03050.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=142,protest human rights day 20th c american postmodern graphic design garcia rupert human rights day american postmodern,GARCIA Rupert | Human Rights Day. | | American | Postmodern
1204,image_1204,work2052.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=143,protest cesar chavez and the united farm workers 20th c american social realist books  manuscripts fodell beverly cesar chavez and the united farm workers 18661970 american social realism,FODELL Beverly | Cesar Chavez and the United Farm Workers. | 1866-1970 | American | Social Realism
1205,image_1205,work2051.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=12,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=144,protest striking grape pickers  sympathizers in sacramento after a 300 mile 25 day marc 20th c american social realist graphic arts ap wire photo striking grape pickers  sympathizers in sacramento after a 300 mile 25 day march 1966 american social realism,AP WIRE PHOTO | Striking Grape Pickers & Sympathizers in Sacramento after a 300 mile 25 Day March. | 1966 | American | Social Realism
1206,image_1206,bay02031.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=145,protest wapac mural 20th c american social realist painting bradford david wapac mural 1975 american social realist,BRADFORD David | WAPAC mural. | 1975 | American | Social Realist
1207,image_1207,wash0064.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=146,protest guariquen images and words ricanstructed la lucha continua 20th c american conceptual graphic arts sanchez juan guariquen images and words ricanstructed la lucha continua 1986 american,SANCHEZ Juan | Guariquen: Images and Words Rican/Structed. La Lucha Continua. | 1986 | American |
1208,image_1208,work2007.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=147,protest cesen deportacin 20th c american political graphic design garcia rupert cesen deportacin 1973 american political,GARCIA Rupert | Cesen DeportaciÃ³n! | 1973 | American | Political
1209,image_1209,bay02085.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=148,protest untitled shoe bomber 20th c american social realist painting bay area untitled american social realist,BAY AREA| Untitled.|| American | Social Realist
1210,image_1210,20p23056.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=149,protest political murals on centro cultural de la raza 20th c american mexican mural style painting la raza anonymous centro cultural de la raza 1990 american mexican mural style,LA RAZA Anonymous | Centro Cultural de la Raza.| 1990 | American | Mexican mural style
1211,image_1211,bay02056.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=150,protest our roots are still alive detail 20th c american social realist painting bay area untitled american social realist,BAY AREA| Untitled.|| American | Social Realist
1212,image_1212,20p23054.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=151,protest political mural aquino  tutu detail 20th c american political painting american political mural aquino  tutu detail 1988 american political art,AMERICAN | Political Mural. Aquino & Tutu. Detail. | 1988 | American | Political Art
1213,image_1213,20p23057.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=152,protest political mural on centro cultural de la raza 20th c american mexican mural style painting la raza anonymous centro cultural de la raza mural 1990 american mexican mural style,LA RAZA Anonymous | Centro Cultural de la Raza. Mural | 1990 | American | Mexican mural style
1214,image_1214,bay02057.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=153,protest our roots are still alive palestinian heritage  detail 20th c american social realist painting bay area untitled american social realist,BAY AREA| Untitled.|| American | Social Realist
1215,image_1215,bay02058.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=154,protest our roots are still alive detail 20th c american social realist painting bay area untitled american social realist,BAY AREA| Untitled.|| American | Social Realist
1216,image_1216,lat03040.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=155,protest wrong number 20th c american postmodern graphic arts rios diego m wrong number 1988 american postmodern,RIOS Diego M.| Wrong Number. | 1988 | American | Postmodern
1217,image_1217,lat03034.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=13,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=156,protest they take the sky 20th c american postmodern painting rios diego m they take the sky 1990 american postmodern,RIOS Diego M.| They Take the Sky!| 1990 | American | Postmodern
1218,image_1218,lat03041.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=157,protest save our souls 20th c american postmodern painting rios diego m save our souls 1992 american postmodern,RIOS Diego M. | Save Our Souls!| 1992 | American | Postmodern
1219,image_1219,lat03039.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=158,protest hire to fire asap 20th c american postmodern graphic arts rios diego m hire to fire asap 1992 american postmodern,RIOS Diego M. | Hire to Fire A.S.A.P. | 1992 | American | Postmodern
1220,image_1220,lat03042.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=159,protest peacekeeper 20th c american postmodern graphic arts rios diego m peacekeeper 1990 american postmodern,RIOS Diego M. | Peacekeeper. | 1990 | American | Postmodern
1221,image_1221,lat03036.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=160,protest until you come 20th c american postmodern graphic arts rios diego m until you come 1998 american postmodern,RIOS Diego M.| Until You Come...| 1998 | American | Postmodern
1222,image_1222,lat03037.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=161,protest man of service 20th c american postmodern graphic arts rios diego m man of service 1998 american postmodern,RIOS Diego M. | Man of Service. | 1998 | American | Postmodern
1223,image_1223,ctas4136.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=162,protest santuario 20th c american social realist painting ctas4136 juana alicia us 1953 santuario 1999 american social realist kathleen cohen,ctas4136 | Juana ALICIA (US 1953) | Santuario.| 1999 | American | Social Realist | Â©Kathleen Cohen
1224,image_1224,lat03011.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=163,protest louisiana purchase land grabs500 years detail 20th c american postmodern textiles underwood consuelo j land grabs500 years detail louisiana purchase 1996 american postmodern,UNDERWOOD Consuelo J. | Land Grabs-500 Years. Detail. Louisiana Purchase. | 1996 | American | Postmodern
1225,image_1225,lat03012.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=164,protest land grabs500 years 20th c american postmodern textiles underwood consuelo j land grabs500 years 1996 american postmodern,UNDERWOOD Consuelo J. | Land Grabs-500 Years. | 1996 | American | Postmodern
1226,image_1226,lat03010.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=165,protest english  french invasion land grabs500 years detail 20th c american postmodern textiles underwood consuelo j land grabs500 years detail english  french invasion 1996 american postmodern,UNDERWOOD Consuelo J. | Land Grabs-500 Years. Detail. English & French Invasion.' | 1996 | American | Postmodern
1227,image_1227,lat03009.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=166,protest line of demarcation land grabs500 years detail 20th c american postmodern textiles underwood consuelo j land grabs500 years detail line of demarcation 1996 american postmodern,UNDERWOOD Consuelo J. | Land Grabs-500 Years. Detail. Line of Demarcation. | 1996 | American | Postmodern
1228,image_1228,lat03016.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=167,protest frontera flag 2 confrontation detail 20th c american heraldic textiles underwood consuelo j frontera flag 2 confrontation detail 1993 american postmodern,UNDERWOOD Consuelo J. | Frontera Flag #2- Confrontation. Detail. | 1993 | American | Postmodern
1229,image_1229,lat03015.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=14,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=168,protest frontera flag 2 confrontation detail 20th c american heraldic textiles underwood consuelo j frontera flag 2 confrontation detail 1993 american postmodern,UNDERWOOD Consuelo J. | Frontera Flag #2- Confrontation. Detail. | 1993 | American | Postmodern
1230,image_1230,lat03028.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=169,protest emiliano zapato detail heroshroud 20th21st c american postmodern textiles underwood consuelo j heroshroud emiliano zapato detail american postmodern,UNDERWOOD Consuelo J. | Hero/Shroud. Emiliano Zapato. Detail. | | American | Postmodern
1231,image_1231,lat03063.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=170,protest heroesburial shrouds 20th c american postmodern textiles underwood consuelo j heroesburial shrouds c 19901999 american postmodern,UNDERWOOD Consuelo J. | Heroes-Burial Shrouds. | c. 1990-1999 | American | Postmodern
1232,image_1232,lat03005.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=171,protest mictanctecutlis wrath detail 20th c american postmodern textiles underwood consuelo j mictanctecutlis wrath detail 2000 american postmodern,UNDERWOOD Consuelo J. | Mictanctecutli's Wrath. Detail. | 2000 | American | Postmodern
1233,image_1233,amh02051.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=172,protest clinton teeshirts 20th c american popular culture textiles cohen kathleen clinton teeshirts american,COHEN Kathleen | Clinton Tee-shirts.| | American |
1234,image_1234,lat03008.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=173,protest english only 20th c american postmodern textiles underwood consuelo j english only detail 2001 american postmodern,UNDERWOOD Consuelo J. | English Only. Detail. | 2001 | American | Postmodern
1235,image_1235,lat03007.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=174,protest english only 20th c american postmodern textiles underwood consuelo j english only 2001 american postmodern,UNDERWOOD Consuelo J. | English Only. | 2001 | American | Postmodern
1236,image_1236,lat03013.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=175,protest vestido de americachocoatl detail 20th c american postmodern textiles underwood consuelo j vestido de americachocoatl detail 1999 american postmodern,UNDERWOOD Consuelo J. | Vestido de America/Choco'atl. Detail. | 1999 | American | Postmodern
1237,image_1237,lat03014.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=176,protest vestido de americachocoatl 20th c american postmodern textiles underwood consuelo j vestido de americachocoatl 1999 american postmodern,UNDERWOOD Consuelo J. | Vestido de America/Choco'atl. | 1999 | American | Postmodern
1238,image_1238,lat03006.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=177,protest mictanctecutlis wrath 20th c american postmodern textiles underwood consuelo j mictanctecutlis wrath 2000 american postmodern,UNDERWOOD Consuelo J. | Mictanctecutli's Wrath.| 2000 | American | Postmodern
1239,image_1239,nymt0454.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=178,protest utopian cannibal detail 21st c american pop graphic arts chagoya enrique utopian cannibal detail 2000 american pop art,Chagoya Enrique | Utopian Cannibal. Detail. | 2000 | American | Pop Art
1240,image_1240,nymt0453.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=179,protest utopian cannibal detail 21st c american pop graphic arts chagoya enrique utopian cannibal detail 2000 american pop art,Chagoya Enrique | Utopian Cannibal. Detail. | 2000 | American | Pop Art
1241,image_1241,brit0414.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%222206%22&sort=0&page=15,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%222206%22&sort=0&page=180,protest the coming of diego the pueblo revolt of 16801692 21st c native american pop ceramics romero diego the coming of diego the pueblo revolt of 16801692 native american 2001usa,ROMERO Diego| The Coming of Diego. The Pueblo Revolt of 1680-1692. | Native American | 2001 |USA
