Image_ID,Image_Name,Orig_Image_Name,URL_Image,URL_Info,Image_Details,Caption
1,image_0001,turi9088.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0,warfare world war ii mussolini on cover of la domenica dell agricoltore 20th c italian journalistic document italian anonymous mussolini on cover of la domenica dell agricoltore 1934 italian journalist,ITALIAN Anonymous | Mussolini on cover of 'La Domenica dell' Agricoltore'. | 1934 | Italian | Journalist
2,image_0002,euh07084.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=2,warfare world war ii mussolini mementos window messina 20th c italian applied arts fascist mussolini mementos window messina 20 c italian,FASCIST | Mussolini Mementos Window; Messina. | 20 c | Italian |
3,image_0003,wash0076.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=3,warfare world war ii youthful members of the balillas junior fascisti 20th c italian photography italian youthful members of the balillas junior fascisti c 19261937 italian,ITALIAN | Youthful members of the Balillas (Junior Fascisti). | c. 1926-1937 | Italian |
4,image_0004,ethi4030.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=4,warfare world war ii st george cathedral heili selassi and his army with a field gun 20th c ethiopian realist painting andelo alec st george cathedral heili selassi and his army with a field gun c 19501960 ethiopian realist,ANDELO Alec | St. George Cathedral. Heili Selassi and his army with a field gun. | c. 1950-1960 | Ethiopian | Realist
5,image_0005,war01047.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=5,warfare world war ii man in ruins 20th c german expressionist painting hoffer karl man in ruins 1937 german expressionist,HOFFER Karl | Man in Ruins. | 1937 | German | Expressionist
6,image_0006,20p06030.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=6,warfare world war ii gray day 20th c german expressionist painting grosz george gray day 1921 german expressionist,GROSZ George | Gray Day. | 1921 | German | Expressionist
7,image_0007,20p06029.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=7,warfare world war ii war amputee begging from war profiteers 20th c german expressionist graphic arts grosz george war amputee begging from war profiteers c 1923 german expressionist,GROSZ George | War Amputee Begging From War Profiteers. | c. 1923 | German | Expressionist
8,image_0008,euh07089.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=8,warfare world war ii even at play 10 20th c german expressionist graphic arts grosz george even at play 10 20 c german,GROSZ George | Even at Play. #10. | 20 c | German |
9,image_0009,20p06037.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=9,warfare world war ii a little child shall lead them 20th c german expressionist painting grosz george a little child shall lead them 1932 german expressionist,GROSZ George | A Little Child Shall Lead Them. | 1932 | German | Expressionist
10,image_0010,euh07029.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=10,warfare world war ii bolshevism brings war 20th c german graphic design engelhard julius bolshevism brings war 1919 german,ENGELHARD Julius | Bolshevism Brings War. | 1919 | German |
11,image_0011,euh07040.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=11,warfare world war ii the two are guilty  poster 20th c german social realist graphic design german the two are guiltyposter 1932 german social realist,GERMAN | The Two are Guilty.Poster. | 1932 | German | Social Realist
12,image_0012,euh07039.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=12,warfare world war ii we the workers are awakened nazi poster 20th c german graphic design nazi we the workers are awakened nazi poster 1932 german,Nazi | We The Workers are Awakened. Nazi poster. | 1932 | German |
13,image_0013,judw0132.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=13,warfare world war ii hitler anointed german chancellor in potsdam march 21 1933 20th c german nazi photography nazi hitler anointed german chancellor in potsdam march 21 1933 1933 german nazi,NAZI | Hitler Anointed German Chancellor in Potsdam March 21 1933. | 1933 | German | Nazi
14,image_0014,judw0140.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=14,warfare world war ii hitler at a nazi rally 20th c german nazi photography nazi hitler at a nazi rally c 19351940 german nazi,NAZI | Hitler at a Nazi rally. | c. 1935-1940 | German | Nazi
15,image_0015,euh07043.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=15,warfare world war ii adolph hitler 20th c german graphic arts erler fritz adolph hitler c 1930 german,ERLER Fritz | Adolph Hitler. | c. 1930 | German |
16,image_0016,euh07042.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=16,warfare world war ii nazi street sign 20th c german nazi document nazi nazi street sign 20 c german,Nazi | Nazi street sign. | 20 c | German |
17,image_0017,euh07041.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=17,warfare world war ii nazi street sign 20th c german nazi document nazi nazi street sign 20 c german,Nazi | Nazi street sign. | 20 c | German |
18,image_0018,euh07035.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=18,warfare world war ii nazi commercial sign for riebeck 20th c german nazi graphic design riebeck advertising nazi commercial sign for riebeck 20 c german,RIEBECK ADVERTISING | Nazi commercial sign for Riebeck. | 20 c | German |
19,image_0019,doc00005.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=19,warfare world war ii nps our press 20th c german nazi graphic design nazi nps our press 193045 german nazi,Nazi | NPS: Our Press. | 1930-45 | German | Nazi
20,image_0020,euh07047.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=20,warfare world war ii hitlerjunge quex nazi movie poster 20th c german nazi graphic design trieb siegfried karl hitlerjunge quex nazi movie poster 1933 german,TRIEB Siegfried Karl | Hitlerjunge Quex. Nazi movie poster. | 1933 | German |
21,image_0021,judw0131.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=21,warfare world war ii the terror begins 20th c german nazi photography nazi the terror begins 1933 german nazi,NAZI | The Terror Begins. | 1933 | German | Nazi
22,image_0022,turi9082.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=22,warfare world war ii photographs of hitler  nazi soldiers 20th c german journalistic document nazi anonymous photographs of hitler and nazi soldiers c 19331939 german journalist,NAZI Anonymous | Photographs of Hitler and Nazi soldiers.| c. 1933-1939 | German | Journalist
23,image_0023,euh07051.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=23,warfare world war ii international automobile show nazi poster 20th c german graphic design nazi international automobile show nazi poster 1934 german,Nazi | International Automobile Show. Nazi poster. | 1934 | German |
24,image_0024,euh07050.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=2,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=24,warfare world war ii autobahn nazi poster 20th c german nazi graphic design nazi autobahn nazi poster 1935 german,Nazi | Autobahn. Nazi poster. | 1935 | German |
25,image_0025,war01053.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=25,warfare world war ii festival hall of new rathaus nazi eagle for 3rd reich 20th c german nazi applied arts german festival hall of new rathaus nazi eagle for 3rd reich c 1940 german nazi,GERMAN | Festival Hall of New Rathaus. Nazi Eagle for 3rd Reich. | c. 1940 | German | Nazi
26,image_0026,war01050.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=26,warfare world war ii nazi posters freedom through the whw 20th c german nazi graphic design german nazi posters freedom through the whw 19371938 german nazi,GERMAN | Nazi Posters: Freedom through the WHW. | 1937-1938 | German | Nazi
27,image_0027,euh07046.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=27,warfare world war ii shield master reichs minister goebbels nazi poster 20th c german graphic design nazi shield master reichs minister goebbels nazi poster 1937 german,Nazi | Shield Master Reich's Minister Goebbels. Nazi poster. | 1937 | German |
28,image_0028,judw0145.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=28,warfare world war ii portrait of hitler 20th c german nazi graphic arts werner karl portrait of hitler german nazi,WERNER Karl | Portrait of Hitler. | | German | Nazi
29,image_0029,euh07044.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=29,warfare world war ii volkischer beobachter nazi newspaper 20th c german journalistic document nazi volkischer beobachter nazi newspaper 1939 german,Nazi | Volkischer Beobachter. Nazi newspaper. | 1939 | German |
30,image_0030,euh07045.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=30,warfare world war ii volkischer beobachter nazi newspaper 20th c german journalistic document nazi volkischer beobachter nazi newspaper 1937 german,Nazi | Volkischer Beobachter. Nazi newspaper. | 1937 | German |
31,image_0031,copn2522.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=31,warfare world war ii poster guernica 20th c danish expressionist graphic design danish poster guernica 1937 danish expressionist,DANISH | Poster: Guernica. | 1937 | Danish | Expressionist
32,image_0032,war02080.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=32,warfare world war ii wwii hitler invades poland 20th c german photography german wwii hitler invades poland 1939 german,GERMAN | WWII. Hitler Invades Poland. | 1939 | German |
33,image_0033,judw0151.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=33,warfare world war ii german expansion sept 1939 20th c german utilitarian maps  diagrams cartographer german expansion sept 1939 1939 german utilitarian,CARTOGRAPHER | German Expansion: Sept. 1939. | 1939 | German | Utilitarian
34,image_0034,war01051.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=34,warfare world war ii nazi spirit shirt bernan bund model 20th c german nazi textiles german nazi spirit shirt bernan bund model german nazi,GERMAN | Nazi Spirit Shirt. Bernan Bund Model. | | German | Nazi
35,image_0035,euh07052.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=35,warfare world war ii nazi medals medal of honor general galant  spanish war cross 20th c german military metalwork nazi nazi medals medal of honor general galant  spanish war cross 1939 german,Nazi | Nazi medals. Medal of Honor: General Galant & Spanish war cross. | 1939 | German |
36,image_0036,cali0071.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=3,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=36,warfare world war ii military compass interior  20th c german nazi industrial arts nazi anonymous military compass interior  c 19351945 german nazi,NAZI Anonymous | Military compass. Interior. .| c. 1935-1945 | German | Nazi
37,image_0037,cali0070.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=37,warfare world war ii military compass exterior with tank decoration 20th c german nazi industrial arts nazi anonymous military compass exterior with tank decoration c 19351945 german nazi,NAZI Anonymous | Military compass. Exterior with tank decoration.| c. 1935-1945 | German | Nazi
38,image_0038,war01049.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=38,warfare world war ii the thousand year reich 20th c german expressionist graphic arts grundig hans the thousand year reich 19351938 german expressionist,GRUNDIG Hans | The Thousand Year Reich.| 1935-1938 | German | Expressionist
39,image_0039,berh5654.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=39,warfare world war ii target with antibritish caricatures 20th c german satirical graphic arts nazi anonymoustarget with antibritish caricatures 1940 german satirical kathleen cohen berh5654,NAZI Anonymous |Target with anti-British caricatures. | 1940 | German | Satirical | Â©Kathleen Cohen | berh5654
40,image_0040,berh5653.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=40,warfare world war ii englands schuld illustrierter beobachter sondernummer 20th c german satirical graphic design nazi anonymousenglands schuld illustrierter beobachter sondernummer 1940 german satirical kathleen cohen berh5653,NAZI Anonymous |Englands Schuld. Illustrierter Beobachter. Sondernummer. | 1940 | German | Satirical | Â©Kathleen Cohen | berh5653
41,image_0041,judw0152.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=41,warfare world war ii german expansion apriloctober 1940 20th c german utilitarian maps  diagrams cartographer german expansion apriloctober 1940 1940 german utilitarian,CARTOGRAPHER | German Expansion: April-October 1940. | 1940 | German | Utilitarian
42,image_0042,war02081.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=42,warfare world war ii wwii german soldiers in france 20th c german photography german wwii german soldiers in france 1944 german,GERMAN | WWII. German soldiers in France. | 1944 | German |
43,image_0043,berh5664.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=43,warfare world war ii la grande croisade lgion des volontaires franais contre le bolchevisme 20th c german nazi graphic design nazi anonymousla grande croisade lgion des volontaires franais contre le bolchevisme 1942 german nazi kathleen cohen berh5664,NAZI Anonymous |La Grande Croisade. LÃ©gion des Volontaires FranÃ§ais contre le Bolchevisme. | 1942 | German | Nazi | Â©Kathleen Cohen | berh5664
44,image_0044,war03025.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=44,warfare world war ii wwii into battle british poster 20th c british graphic design british wwii into battle british poster british,BRITISH | WWII. Into Battle. British Poster. || British |
45,image_0045,york1024.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=45,warfare world war ii wwii gas mask 20th c british military industrial arts british anonymous wwii gas mask c 19391945 british military,BRITISH Anonymous | WWII. Gas mask. | c. 1939-1945 | British | Military
46,image_0046,york1028.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=46,warfare world war ii wwii soldiers kit 20th c british military group of objects british anonymous wwii soldiers kit c 19391945 british military,BRITISH Anonymous | WWII. Soldier's kit. | c. 1939-1945 | British | Military
47,image_0047,york1023.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=47,warfare world war ii wwii clothing  objects of the womens voluntary service civil defense organiza 20th c british group of objects british anonymous wwii clothing  objects of the womens voluntary service civil defense organization c 19391945 british,BRITISH Anonymous | WWII. Clothing & objects of the Women's Voluntary Service civil defense organization. | c. 1939-1945 | British |
48,image_0048,york1020.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=4,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=48,warfare world war ii wwii nurses uniforms 20th c british military textiles british anonymous wwii nurses uniforms c 19391945 british military,BRITISH Anonymous | WWII. Nurses uniforms. | c. 1939-1945 | British | Military
49,image_0049,york1027.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=49,warfare world war ii wwii royal air force raf  army officers uniforms 20th c british military textiles british anonymous wwii royal air force raf  army officers uniforms c 19391945 british military,BRITISH Anonymous | WWII. Royal Air Force (RAF) & Army officer's uniforms. | c. 1939-1945 | British | Military
50,image_0050,york1030.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=50,warfare world war ii wwii paratrooper uniform 20th c british military textiles british anonymous wwii paratrooper uniform c 19391945 british military,BRITISH Anonymous | WWII. Paratrooper uniform. | c. 1939-1945 | British | Military
51,image_0051,war02083.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=51,warfare world war ii wwii antiinvasion obstacles in the road 20th c british illustration graphic arts armfield stuart wwii antiinvasion obstacles in the road 1940 british illustration,ARMFIELD Stuart | WWII. Anti-Invasion Obstacles in the Road. | 1940 | British | Illustration
52,image_0052,war02082.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=52,warfare world war ii coast fortification 20th c american precisionist painting atherton john c coast fortification 1940 american precisionist,ATHERTON John C. | Coast Fortification. | 1940 | American | Precisionist
53,image_0053,wash0645.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=53,warfare world war ii you bet im going back to sea us merchant marine 20th c american graphic design american you bet im going back to sea us merchant marine 1942 american,AMERICAN | You Bet I'm Going Back to Sea! U.S. Merchant Marine. | 1942 | American |
54,image_0054,war02089.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=54,warfare world war ii a rescue ship in the atlantic 20th c british expressionist graphic arts plant george a rescue ship in the atlantic 1943 british expressionist,PLANT George | A Rescue Ship in the Atlantic. | 1943 | British | Expressionist
55,image_0055,war02091.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=55,warfare world war ii wwii on the atlantic 20th c british illustration graphic design silas ellis wwii on the atlantic c 19391945 british illustration,SILAS Ellis | WWII. On the Atlantic. | c. 1939-1945 | British | Illustration
56,image_0056,war02090.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=56,warfare world war ii the merchant navy the chain locker 20th c british illustration graphic arts carr henry marvell the merchant navy the chain locker 1944 british illustration,CARR Henry Marvell | The Merchant Navy: the Chain Locker.| 1944 | British | Illustration
57,image_0057,war02092.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=57,warfare world war ii wwii the lifeline 20th c british illustration graphic design wood charles wwii the lifeline c 19391945 british illustration,WOOD Charles | WWII. The Lifeline. | c. 1939-1945 | British | Illustration
58,image_0058,war02093.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=58,warfare world war ii wwii the merchant navy 20th c british illustration graphic design hildesley henry wwii the merchant navy c 19391945 british illustration,HILDESLEY Henry | WWII. The Merchant Navy. | c. 1939-1945 | British | Illustration
59,image_0059,euh07031.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=59,warfare world war ii uboote heraus 20th c german graphic design erdt hans rudi uboote heraus 1917 german,ERDT Hans Rudi | U-Boote heraus! | 1917 | German |
60,image_0060,war02099.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=5,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=60,warfare world war ii messerschmitt bf109 g10 guislar 20th c german industrial industrial arts german messerschmitt bf109 g10 guislar 19351944 german,GERMAN | Messerschmitt. BF109 G-10. Guislar. | 1935-1944 | German |
61,image_0061,war02100.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=61,warfare world war ii supermarine spitfire mark xvi 20th c british industrial industrial arts british supermarine spitfire mark xvi 19361945 british,BRITISH | Supermarine Spitfire. Mark XVI.| 1936-1945 | British |
62,image_0062,war03052.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=62,warfare world war ii wwii fuselage of avro lancaster i old fred 20th c british industrial arts british wwii fuselage of avro lancaster i old fred 19411942 british,BRITISH | WWII. Fuselage of Avro Lancaster I 'Old Fred.'| 1941-1942 | British |
63,image_0063,war02106.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=63,warfare world war ii airflight over portland detail 20th c british illustration painting eurich richard airflight over portland detail 1940 british illustration,EURICH Richard | Airflight over Portland. Detail. | 1940 | British | Illustration
64,image_0064,war02105.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=64,warfare world war ii airflight over portland 20th c british illustration painting eurich richard airflight over portland 1940 british illustration,EURICH Richard | Airflight over Portland. | 1940 | British | Illustration
65,image_0065,war02107.png,http://worldimages.sjsu.edu/objects-1/portfolio?records=12&query=Portfolios%20%3D%20%22287%22&sort=0&page=6,http://worldimages.sjsu.edu/objects-1/info?query=Portfolios%20%3D%20%22287%22&sort=0&page=65,warfare world war ii battle of britain 20th c british illustration painting nash paul battle of britain 1941 british illustration,NASH Paul | Battle of Britain. | 1941 | British | Illustration
